"school","letter","final_exam","course","class","gender","ethnic","major","tx_birth","tx_hs","zip","hs_chem","math_comp","curr_math","grand","parent","emp_on","emp_off","hrs","chem1","chem2","version","MQ1","MQ2","MQ3","MQ4","MQ5","MQ6","MQ7","MQ8","MQ9","MQ10","MQ11","MQ12","MQ13","MQ14","MQ15","MQ16","MQ17","MQ18","MQ19","MQ20","must","Q1A","Q1C","Q2A","Q2C","Q3A","Q3C","Q4A","Q4C","Q5A","Q5C","Q6A","Q6C","comm","pass","alg","conc","gp_edu"
"TAMU","A",94.2,92.1,"FR",0,"White","med","Y","Y","78","PAP","1","5","Other","Y","N","N","0",1,"Y",87,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"N/A"
"TAMU","B",77.3,79.2,"FR",0,"Asian","stem","Y","Y","78","Reg","1","4","N","Y","N","N","0",1,"N",87,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,1,11,1,1,0,1,1,0,1,0,1,0,1,0,7,1,5,2,"NY"
"TAMU","A",80.3,91.9,"FR",0,"White","med","Y","Y","77","Reg","1","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,19,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","D",54.8,67.4,"SO",0,"White","med","Y","Y","77","Reg","5","None","Y","Y","N","N","0",1,"Y",78,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,6,1,1,0,1,1,0,1,0,1,0,1,1,8,0,5,3,"YY"
"TAMU","D",50.9,67.1,"FR",0,"White","other","Y","Y","77","Reg","3,5","3","Y","Y","N","N","0",1,"N",87,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,1,10,1,1,0,1,1,1,1,0,0,1,1,0,8,0,4,4,"YY"
"TAMU","B",84.8,88,"FR",1,"White","stem","Y","Y","77","Reg","5,6,7","5","Other","Y","N","N","0",1,"N",78,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1,13,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4,"N/A"
"TAMU","A",91.5,94.9,"FR",1,"Hisp","stem","Y","Y","76","PAP,AP","5,6,7","5","Other","Y","N","N","0",1,"Y",87,1,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,11,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"N/A"
"TAMU","B",80.6,83.2,"JR",0,"White","med","Y","Y","77","Reg","4,5","None","Y","Y","Y","N","1-10",1,"N",78,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,7,1,1,1,1,0,0,1,0,1,0,1,1,8,1,5,3,"YY"
"TAMU","A",84.8,91.6,"FR",1,"White","stem","Y","N","20","Reg","5,6","None","Y","Y","N","N","0",1,"Y",78,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,12,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"YY"
"TAMU","A",91.8,91.5,"FR",0,"Asian","med","Y","Y","78","AP","5,6,","None","Y","Y","N","N","0",1,"Y",87,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,15,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4,"YY"
"TAMU","B",79.7,83.6,"FR",0,"Mixed","stem","Y","Y","78","PAP","4,5,6","5","Y","Y","N","N","0",1,"Y",78,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,0,1,0,0,1,10,1,1,1,0,1,0,1,0,1,1,1,0,8,1,6,2,"YY"
"TAMU","B",82.7,86.8,"FR",1,"White","stem","Y","Y","76","PAP,AP","5","4","N","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"NY"
"TAMU","A",83,91.2,"FR",0,"White","stem","Y","Y","77","PAP","","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,17,1,1,1,0,1,1,1,1,1,1,1,1,11,1,6,5,"YY"
"TAMU","C",63,77.7,"FR",1,"Hisp","other","Y","Y","78","Reg","4,5","None","N","Y","N","N","0",1,"N",78,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,6,1,1,1,1,1,0,1,0,0,0,1,1,8,1,5,3,"NY"
"TAMU","C",62.1,71.7,"FR",0,"White","med","Y","Y","77","PAP","6","4","Y","N","N","N","0",1,"Y",87,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,11,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3,"YN"
"TAMU","B",83.6,84.7,"FR",1,"Mixed","med","Y","Y","78","PAP","5,6","2","Y","Y","N","N","0",1,"Y",87,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,15,1,1,0,1,1,0,1,0,0,1,0,0,6,1,3,3,"YY"
"TAMU","C",63.6,77.7,"JR",0,"White","stem","Y","Y","77","PAP","4,6","None","Y","Y","Y","N","0",1,"Y",87,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,7,1,1,0,1,1,0,1,0,0,0,1,1,7,1,4,3,"YY"
"TAMU","B",80.6,86.5,"FR",0,"White","med","Y","Y","77","PAP,AP","6","None","N","Y","N","N","0",1,"Y",78,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,1,1,0,1,1,0,1,0,0,0,1,0,6,1,4,2,"NY"
"TAMU","A",100.3,96.5,"FR",1,"White","stem","Y","Y","77","AP","5","5","N","Y","N","N","0",1,"N",87,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5,"NY"
"TAMU","B",78.8,83.6,"FR",0,"White","stem","Y","Y","78","PAP,AP","5,6,7","None","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","A",80.6,89.5,"FR",0,"White","stem","Y","Y","77","PAP","5,6,7","4","Y","Y","N","N","0",1,"Y",87,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,0,1,1,13,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5,"YY"
"TAMU","C",66.7,77.2,"SO",0,"White","stem","Y","Y","76","Reg","3,4","None","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,10,1,0,1,1,1,0,1,0,1,1,1,1,9,1,6,3,"YY"
"TAMU","C",56.7,71.7,"FR",0,"White","stem","Y","Y","78","PAP","3,5","4","Y","Y","N","N","0",1,"Y",87,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,7,1,1,0,1,1,1,1,0,1,0,1,0,8,1,5,3,"YY"
"TAMU","B",80.9,84.3,"FR",0,"White","stem","Y","Y","77","Reg","6","4","N","N","N","Y","1-10",1,"Y",78,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,17,1,1,1,1,1,1,1,1,0,1,0,0,9,1,4,5,"NN"
"TAMU","B",81.8,86.5,"JR",0,"White","other","Y","Y","78","PAP","3,6","None","Y","Y","N","N","0",2,"N",87,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,6,1,1,1,1,1,0,1,0,1,0,1,1,9,1,6,3,"YY"
"TAMU","C",60.3,76.6,"FR",0,"White","stem","Y","Y","75","Reg","3,4,5","None","Y","Y","N","N","0",1,"Y",87,1,1,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,1,11,1,1,1,1,1,0,1,0,0,1,1,0,8,1,5,3,"YY"
"TAMU","D",56.4,58.2,"FR",1,"White","stem","Y","Y","78","Reg","3","None","N","Y","N","N","0",1,"Y",87,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,9,1,1,0,1,1,1,1,0,0,0,1,1,8,0,4,4,"NY"
"TAMU","C",61.2,76,"SO",0,"White","med","Y","Y","75","Reg","3,4","None","N","Y","N","N","0",1,"Y",78,1,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,9,1,1,1,1,1,1,1,0,0,1,1,1,10,1,5,5,"NY"
"TAMU","B",76.1,84.6,"FR",0,"White","stem","Y","N","90","AP","5,6","None","Y","Y","N","N","0",1,"Y",87,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,1,13,1,1,0,1,1,1,1,1,0,1,1,1,10,1,4,6,"YY"
"TAMU","B",86.1,87.5,"FR",0,"White","med","Y","Y","77","AP","6","5","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,14,1,1,0,1,0,1,1,1,1,1,1,1,10,1,4,6,"YY"
"TAMU","C",68.5,69.2,"FR",1,"White","stem","Y","Y","77","PAP","4,5","None","Y","Y","Y","N","11-19",1,"N",78,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,7,0,0,0,1,0,1,1,0,0,1,1,1,6,0,2,4,"YY"
"TAMU","B",73.6,84.1,"FR",0,"White","med","Y","Y","78","PAP","5,6","4","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","C",60.6,70.8,"FR",0,"White","med","Y","Y","76","","3,4","None","Y","Y","N","N","0",1,"N",87,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6,"YY"
"TAMU","C",69.4,77.9,"FR",0,"Hisp","other","Y","Y","78","PAP","4","4","Y","Y","N","N","0",1,"Y",78,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,8,1,0,0,0,1,0,1,1,1,1,1,1,8,1,5,3,"YY"
"TAMU","B",78.8,87.3,"FR",1,"White","stem","Y","Y","77","PAP","5,6","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","C",66.4,76.9,"FR",1,"White","stem","Y","Y","77","PAP","5,6","5","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,14,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","B",78.5,83.4,"SO",0,"White","stem","Y","Y","76","PAP","5","5","N","N","N","N","0",1,"Y",87,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,5,1,1,1,1,1,0,0,1,0,0,1,1,8,1,4,4,"NN"
"TAMU","D",51.2,66.8,"FR",0,"Mixed","other","Y","N","76","Reg","1","None","N","N","N","N","0",1,"N",87,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,9,1,1,0,1,1,0,1,0,0,0,1,1,7,0,4,3,"NN"
"TAMU","B",64.2,80,"FR",0,"White","med","Y","Y","78","AP","1","None","N","Y","N","N","0",1,"Y",87,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,9,1,1,0,1,1,1,1,0,1,1,1,1,10,1,5,5,"NY"
"TAMU","A",94.5,94.9,"FR",1,"Asian","stem","Y","Y","75","PAP","3,5,6,7","5","Y","Y","N","N","0",1,"Y",87,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","C",65.8,76.6,"SO",0,"Hisp","med","Y","Y","78","Reg","4","4","N","Y","N","N","0",1,"Y",87,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7,1,1,1,1,1,0,1,1,1,0,1,1,10,1,6,4,"NY"
"TAMU","B",79.1,84.4,"FR",0,"White","other","Y","Y","76","Reg","4","None","Y","Y","N","Y","0",1,"Y",87,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,1,1,1,1,0,1,1,0,1,0,1,1,9,1,5,4,"YY"
"TAMU","D",58.2,67.3,"FR",0,"Hisp","med","N","Y","78","Reg","6","None","Y","Y","N","N","0",1,"Y",87,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,7,1,0,1,0,1,0,1,0,0,1,0,0,5,0,4,1,"YY"
"TAMU","B",70.6,80,"FR",0,"Hisp","med","Y","Y","77","PAP","5,6","None","Y","Y","N","N","0",0,"Y",78,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,8,1,1,0,1,1,0,1,0,1,1,1,1,9,1,5,4,"YY"
"TAMU","B",78.5,87.1,"FR",1,"White","stem","Y","Y","77","PAP","6","","Other","Y","N","Y","1-10",1,"N",87,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,14,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4,"N/A"
"TAMU","A",87,92.9,"FR",1,"White","med","Y","Y","75","PAP","3,4,6","4","Other","N","N","N","0",1,"Y",87,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,17,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"N/A"
"TAMU","A",85.8,90.8,"FR",1,"White","stem","Y","Y","78","Reg","1","5","Y","Y","N","N","0",1,"N",78,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","A",76.4,89,"FR",0,"White","stem","Y","Y","77","PAP","3,5","4","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5,"YY"
"TAMU","C",51.8,69.8,"FR",0,"White","stem","Y","Y","77","AP","5,6","None","Y","Y","N","N","0",1,"Y",87,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,1,1,11,1,1,1,0,1,1,1,0,0,0,1,1,8,0,5,3,"YY"
"TAMU","B",82.7,88.3,"FR",1,"Hisp","med","Y","Y","75","PAP","","2","N","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,11,1,1,0,0,1,1,1,1,1,1,1,1,10,1,5,5,"NY"
"TAMU","C",67.3,78.3,"FR",0,"White","med","Y","Y","77","PAP","3,5,6","3","N","Y","N","Y","11-19",1,"Y",87,0,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,14,1,1,1,1,0,0,1,0,0,1,1,0,7,1,4,3,"NY"
"TAMU","C",67.3,77.5,"FR",1,"Other","med","Y","Y","77","AP","5,6","5","N","Y","N","N","0",1,"Y",78,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,16,1,1,1,1,1,0,0,1,0,1,1,1,9,1,4,5,"NY"
"TAMU","C",67.6,75,"JR",0,"White","other","Y","Y","77","PAP","3,4,5","None","Y","Y","Y","N","1-10",1,"Y",87,0,1,1,0,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,13,1,1,0,1,0,0,1,0,0,1,1,1,7,1,3,4,"YY"
"TAMU","B",63.3,79.1,"SO",0,"Asian","stem","Y","Y","77","AP","4,5","None","N","N","N","N","0",1,"Y",87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,0,1,1,1,1,0,0,1,1,1,9,1,4,5,"NN"
"TAMU","B",87.3,88.6,"FR",0,"White","stem","Y","Y","78","PAP","4,5,6","5","Other","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4,"N/A"
"TAMU","B",68.5,79.7,"FR",0,"Mixed","med","Y","Y","77","Reg,PAP,AP","4.5","5","Y","Y","N","N","0",1,"Y",87,1,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,14,1,1,1,1,1,0,1,1,0,1,1,1,10,1,5,5,"YY"
"TAMU","D",60.9,62.6,"FR",0,"Hisp","stem","Y","Y","77","PAP","5,6","4","N","N","N","Y","20-29",1,"Y",78,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,0,1,0,1,1,6,0,4,2,"NN"
"TAMU","C",72.1,77,"FR",1,"Hisp","med","Y","Y","78","PAP","5,6","2","N","N","N","N","0",1,"Y",78,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,15,1,1,0,0,0,0,1,0,0,1,1,1,6,1,3,3,"NN"
"TAMU","B",72.4,87.2,"FR",0,"Hisp","stem","Y","Y","75","PAP","5,6,","5","Y","N","N","N","0",1,"Y",87,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,9,1,1,1,1,1,1,1,0,1,0,1,1,10,1,6,4,"YN"
"TAMU","D",48.8,65.2,"FR",0,"Hisp","med","Y","Y","75","PAP","6","None","N","N","N","N","0",1,"Y",78,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,10,1,1,0,1,1,1,0,0,0,0,1,1,7,0,3,4,"NN"
"TAMU","B",69.1,81.1,"FR",1,"Asian","med","Y","Y","77","Reg","6","None","Y","Y","N","N","0",1,"Y",87,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,1,15,1,1,1,1,1,1,1,0,1,1,1,0,10,1,6,4,"YY"
"TAMU","A",83,91.3,"FR",0,"White","stem","Y","Y","78","Reg","5","4","N","Y","Y","N","1-10",1,"N",78,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,13,1,1,1,1,1,0,1,0,0,1,1,1,9,1,5,4,"NY"
"TAMU","B",73.9,79.2,"FR",0,"Mixed","stem","Y","Y","77","None","1","4","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,9,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","C",70.6,75.6,"SO",1,"Hisp","med","Y","Y","75","PAP","4.5","None","N","N","N","N","0",2,"Y",78,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,1,1,1,0,0,1,1,0,1,1,0,8,1,4,4,"NN"
"TAMU","B",64.5,80,"FR",1,"White","dual","Y","Y","75","PAP","4,5,6","None","N","Y","N","N","0",1,"Y",87,0,1,1,0,0,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,14,1,1,1,1,0,1,1,0,0,1,1,1,9,1,4,5,"NY"
"TAMU","C",81.5,78.7,"SO",0,"Mixed","med","Y","Y","77","PAP","2,5","None","Y","Y","N","Y","1-10",1,"N",87,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,10,1,1,0,1,1,1,1,0,0,1,1,0,8,1,4,4,"YY"
"TAMU","A",94.5,92.6,"FR",1,"Other","stem","Y","Y","78","PAP,AP","2,4,5,6,","5","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,17,1,1,1,1,0,1,1,1,1,1,1,1,11,1,5,6,"YY"
"TAMU","A",91.5,94.6,"FR",1,"White","stem","Y","Y","76","PAP","5,6","5","Y","Y","N","N","0",1,"Y",87,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,19,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","C",65.5,69.9,"SO",0,"Black","stem","Y","Y","78","PAP","5,6","6","N","Y","Y","N","11-19",1,"N",87,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,15,1,1,1,0,1,1,1,1,1,1,1,1,11,0,6,5,"NY"
"TAMU","C",73,76.8,"FR",1,"Other","med","Y","Y","78","AP","3","4","N","N","N","N","0",1,"Y",78,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,11,1,0,0,0,1,1,1,1,1,1,1,1,9,1,5,4,"NN"
"TAMU","C",60.3,73.6,"FR",0,"White","med","Y","Y","75","PAP","1","3,4","N","Y","N","N","0",1,"Y",78,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,7,1,1,0,1,1,0,1,1,1,0,1,0,8,1,5,3,"NY"
"TAMU","B",78.8,85.9,"SO",0,"White","stem","Y","Y","78","PAP","3,6","None","Other","Y","N","N","0",1,"N",78,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,16,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"N/A"
"TAMU","B",68.8,83.2,"SO",0,"White","med","Y","Y","76","AP","5,6","None","Y","Y","N","N","0",1,"Y",87,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","A",97.3,94,"FR",0,"White","stem","Y","Y","78","PAP,AP","5,6","1","Y","Y","N","Y","1-10",1,"N",78,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,14,1,1,1,1,1,1,1,1,1,1,1,0,11,1,6,5,"YY"
"TAMU","B",78.5,84.1,"FR",0,"White","med","Y","Y","78","PAP,AP","3,5,6","5","Y","Y","N","N","20-29",1,"Y",87,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,14,1,1,1,1,1,0,1,1,1,1,1,1,11,1,6,5,"YY"
"TAMU","B",69.7,82,"FR",1,"Mixed","med","Y","Y","78","AP","3,4,5","3,4","N","N","N","N","0",1,"Y",78,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,13,1,1,0,1,1,0,1,0,1,1,1,1,9,1,5,4,"NN"
"TAMU","B",79.1,87.7,"SO",1,"Other","med","Y","Y","77","PAP","3,5,6","None","Y","Y","N","Y","11-19",1,"Y",87,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,11,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","B",67.6,83.8,"FR",0,"White","other","Y","Y","78","PAP","4,5,6","2","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,13,1,1,1,1,1,1,1,0,1,1,1,1,11,1,6,5,"YY"
"TAMU","C",63.3,69,"FR",1,"White","other","Y","Y","77","AP","4,5","4","Y","Y","N","N","0",1,"Y",78,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,10,1,1,0,0,1,0,1,0,1,1,1,1,8,0,5,3,"YY"
"TAMU","B",88.5,87.9,"SO",1,"Mixed","med","Y","Y","76","Reg","3,4","4","Y","Y","N","N","0",1,"Y",87,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,10,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","B",84.2,88.1,"FR",0,"White","dual","Y","Y","75","AP","5,6","5","N","N","N","N","0",1,"Y",78,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,12,1,1,1,1,1,0,1,0,1,1,1,1,10,1,6,4,"NN"
"TAMU","A",91.2,96.2,"SO",0,"White","med","Y","Y","76","Reg","5,6","2","Y","Y","Y","N","11-19",1,"Y",87,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,15,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"YY"
"TAMU","B",80.6,85.4,"FR",0,"White","stem","Y","Y","76","PAP,AP","3,5,6","None","N","Y","N","Y","1-10",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,17,1,1,1,1,1,0,1,0,1,1,1,0,9,1,6,3,"NY"
"TAMU","C",69.1,77.6,"FR",1,"White","stem","Y","Y","78","PAP","3,4,5,6","5","N","Y","N","N","0",1,"Y",87,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,16,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"NY"
"TAMU","A",92.4,89.4,"FR",1,"Asian","med","Y","Y","78","AP","7","","N","Y","N","N","0",1,"Y",87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,1,1,1,1,1,1,1,1,1,1,1,1,12,1,6,6,"NY"
"TAMU","B",76.7,81.8,"FR",0,"White","med","Y","Y","75","PAP","3","4","Y","Y","N","N","0",1,"Y",87,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,12,1,1,1,1,1,1,1,1,0,1,1,1,11,1,5,6,"YY"
"TSU","B",74,80.7,"FR",0,"Black","med","Y","Y","75","Reg","4","5","N","Y","N","N","0",1,"N",87,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,0,1,1,0,0,1,0,6,1,4,2,"NY"
"TSU","C",59,68.5,"FR",0,"White","med","Y","N","62","Reg","6","3","Y","Y","N","N","0",1,"Y",78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,3,0,1,2,"YY"
"TSU","B",82,79.8,"SO",0,"White","stem","Y","Y","78","Reg","4, 5","None","Y","Y","N","Y","11-19",2,"Y",78,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,1,0,0,0,0,0,0,1,1,0,4,1,2,2,"YY"
"TSU","B",75,82,"SO",0,"White","stem","Y","N","106-0046","Reg","1","None","Y","Y","N","N","0",1,"Y",78,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,0,1,0,1,1,0,1,6,1,3,3,"YY"
"TSU","B",74,81.6,"JR",0,"White","stem","Y","Y","78","Reg","4","None","Y","Y","N","Y","20-29",1,"N",87,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,1,3,1,2,1,"YY"
"TSU","A",96,94,"FR",1,"Mixed","stem","Y","Y","76","Reg","1","None","Y","Y","N","N","0",1,"Y",78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,20,0,1,1,0,1,0,1,0,0,0,1,1,6,1,4,2,"YY"
"TSU","C",64,74.4,"FR",0,"Hisp","med","Y","Y","76","PAP","5, 6","None","N","N","N","N","0",1,"Y",78,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,2,1,1,1,"NN"
"TSU","D",64,67.4,"JR",0,"Mixed","stem","Y","Y","78","PAP","4, 5","None","N","N","N","Y","40+",2,"N",78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,"NN"
